essId	gErrCnt	gErrTypes	sErrCnt	sErrTypes	gErrSpanSum	avgGErrSpan	gErrDen
3086	.0	.0	.015	.02	.0	.0	.0
3087	.008	.054	.03	.041	.006	.079	.003
3088	.032	.217	.196	.143	.057	.177	.003
3089	.016	.109	.06	.061	.019	.118	.003
3090	.008	.054	.03	.041	.013	.157	.001
3091	.016	.109	.121	.143	.016	.098	.005
3092	.032	.217	.181	.224	.086	.265	.009
3093	.047	.109	.302	.265	.07	.144	.008
3094	.047	.326	.106	.082	.111	.229	.009
3095	.055	.217	.136	.163	.048	.084	.023
3096	.016	.109	.06	.082	.029	.177	.004
3097	.087	.326	.227	.204	.127	.143	.008
3098	.032	.217	.181	.184	.064	.196	.008
3099	.063	.38	.106	.122	.191	.295	.007
3100	.103	.38	.181	.204	.181	.172	.043
3101	.055	.326	.166	.163	.121	.213	.011
3102	.0	.0	.03	.041	.0	.0	.0
3103	.032	.217	.227	.265	.076	.236	.004
3104	.063	.38	.423	.449	.146	.226	.004
3105	.008	.054	.0	.0	.003	.039	.001
3106	.024	.109	.06	.041	.064	.262	.002
3107	.008	.054	.091	.122	.013	.157	.001
3108	.008	.054	.03	.041	.016	.196	.001
3109	.197	.435	.227	.204	.245	.121	.023
3110	.047	.272	.181	.204	.06	.124	.011
3111	.055	.326	.242	.245	.124	.219	.008
3112	.008	.054	.015	.02	.022	.275	.002
3113	.0	.0	.076	.061	.0	.0	.0
3114	.024	.109	.227	.184	.076	.314	.002
3115	.024	.109	.045	.061	.111	.458	.004
3116	.016	.109	.076	.061	.013	.079	.003
3117	.047	.326	.211	.163	.124	.255	.008
3118	.071	.217	.151	.204	.07	.096	.029
3119	.016	.109	.121	.143	.07	.432	.002
3120	.032	.217	.151	.143	.111	.344	.003
3121	.016	.109	.151	.184	.06	.373	.002
3122	.032	.163	.136	.163	.051	.157	.004
3123	.024	.054	.076	.061	.048	.196	.004
3124	.063	.163	.136	.082	.092	.142	.006
3125	.032	.163	.423	.408	.067	.206	.003
3126	.063	.326	.514	.531	.127	.196	.008
3127	.024	.163	.166	.184	.067	.275	.003
3128	.008	.054	.045	.061	.013	.157	.001
3129	.189	.217	.045	.061	.165	.085	.012
3130	.063	.217	.151	.163	.184	.285	.008
3131	.047	.272	.06	.082	.111	.229	.01
3132	.11	.326	.196	.143	.652	.575	.012
3133	.047	.217	.121	.163	.057	.118	.004
3134	.079	.435	.257	.245	.108	.134	.008
3135	.047	.326	.181	.245	.105	.216	.008
3136	.032	.217	.196	.163	.14	.432	.003
3137	.016	.109	.121	.163	.057	.353	.002
3138	.0	.0	.015	.02	.0	.0	.0
3139	.063	.272	.393	.449	.121	.187	.006
3140	.024	.163	.196	.204	.067	.275	.004
3141	.024	.163	.136	.143	.06	.249	.002
3142	.016	.109	.03	.041	.045	.275	.002
3143	.016	.109	.196	.224	.045	.275	.003
3144	.063	.326	.166	.224	.134	.206	.01
3145	.032	.217	.227	.224	.067	.206	.002
3146	.063	.326	.076	.082	.28	.432	.014
3147	.016	.109	.03	.041	.051	.314	.01
3148	.055	.272	.091	.061	.105	.185	.017
3149	.071	.435	.106	.143	.168	.231	.011
3150	.032	.163	.317	.388	.083	.255	.003
3151	.008	.054	.136	.082	.006	.079	.001
3152	.063	.272	.06	.082	.086	.133	.022
3153	.079	.38	.347	.327	.127	.157	.005
3154	.016	.109	.091	.102	.038	.236	.005
3155	.032	.217	.091	.122	.07	.216	.009
3156	.032	.163	.257	.265	.022	.069	.005
3157	.024	.109	.106	.102	.051	.209	.002
3158	.032	.163	.257	.265	.054	.167	.01
3159	.071	.326	.06	.082	.121	.166	.02
3160	.047	.217	.015	.02	.172	.353	.004
3161	.063	.217	.438	.265	.143	.221	.007
3162	.032	.163	.121	.143	.035	.108	.003
3163	.0	.0	.106	.122	.0	.0	.0
3164	.008	.054	.257	.286	.006	.079	.002
3165	.032	.217	.015	.02	.067	.206	.005
3166	.024	.163	.091	.122	.032	.131	.003
3167	.047	.326	.136	.143	.105	.216	.006
3168	.008	.054	.091	.102	.003	.039	.001
3169	.032	.163	.121	.143	.076	.236	.004
3170	.095	.435	.378	.184	.305	.314	.008
3171	.008	.054	.091	.102	.032	.393	.001
3172	.134	.598	.196	.224	.331	.24	.015
3173	.079	.326	.196	.204	.232	.287	.007
3174	.039	.163	.453	.449	.054	.134	.008
3175	.032	.217	.106	.102	.064	.196	.003
3176	.032	.163	.136	.163	.105	.324	.003
3177	.079	.326	.498	.408	.143	.177	.196
3178	.0	.0	.015	.02	.0	.0	.0
3179	.095	.217	.181	.204	.178	.183	.01
3180	.039	.109	.211	.122	.083	.204	.003
3181	.032	.163	.317	.388	.054	.167	.003
3182	.063	.054	.287	.265	.089	.137	.012
3183	.016	.109	.287	.265	.035	.216	.002
3184	.016	.109	.514	.531	.06	.373	.002
3185	.063	.163	.136	.163	.048	.074	.009
3186	.024	.109	.151	.143	.067	.275	.005
3187	.032	.217	.121	.102	.102	.314	.005
3188	.071	.38	.166	.204	.207	.284	.015
3189	.032	.163	.106	.122	.051	.157	.002
3190	.095	.272	.211	.163	.159	.164	.008
3191	.087	.435	.242	.286	.165	.186	.006
3192	.039	.217	.06	.082	.076	.188	.009
3193	.032	.217	.151	.204	.057	.177	.004
3194	.047	.217	.181	.184	.051	.105	.009
3195	.016	.109	.121	.143	.114	.707	.002
3196	.079	.543	.514	.571	.308	.381	.011
3197	.016	.109	.06	.082	.035	.216	.003
3198	.032	.217	.151	.184	.045	.137	.007
3199	.024	.109	.211	.224	.019	.079	.002
3200	.079	.326	.091	.102	.149	.185	.009
3201	.008	.054	.227	.143	.016	.196	.001
3202	.0	.0	.136	.184	.0	.0	.0
3203	.039	.163	.136	.184	.079	.196	.004
3204	.071	.38	.453	.469	.429	.589	.009
3205	.016	.109	.272	.347	.041	.255	.003
3206	.024	.109	.196	.122	.118	.484	.002
3207	.039	.272	.272	.306	.083	.204	.007
3208	.024	.163	.06	.082	.079	.327	.003
3209	.142	.109	.211	.184	.553	.38	.051
3210	.039	.163	.211	.163	.041	.102	.004
3211	.047	.217	.408	.51	.07	.144	.007
3212	.071	.326	.151	.041	.156	.214	.004
3213	.016	.109	.136	.143	.025	.157	.001
3214	.016	.109	.317	.347	.016	.098	.002
3215	.039	.163	.242	.163	.137	.338	.012
3216	.047	.217	.196	.102	.124	.255	.007
3217	.024	.109	.211	.245	.038	.157	.002
3218	.047	.163	.091	.041	.108	.223	.008
3219	.039	.163	.211	.122	.073	.181	.003
3220	.039	.217	.136	.163	.067	.165	.004
3221	.071	.326	.136	.163	.165	.227	.005
3222	.016	.109	.211	.184	.029	.177	.007
3223	.016	.109	.166	.143	.054	.334	.002
3224	.047	.326	.211	.245	.086	.177	.006
3225	.0	.0	.015	.02	.0	.0	.0
3226	.008	.054	.06	.061	.016	.196	.001
3227	.055	.326	.257	.327	.248	.438	.007
3228	.024	.109	.121	.143	.038	.157	.002
3229	.055	.272	.121	.163	.143	.252	.011
3230	.063	.38	.045	.061	.124	.191	.039
3231	.11	.598	.136	.184	.181	.16	.006
3232	.032	.217	.091	.122	.041	.128	.01
3233	.032	.217	.03	.041	.105	.324	.004
3234	.024	.163	.332	.327	.051	.209	.003
3235	.126	.435	.166	.163	.394	.304	.009
3236	.024	.163	.257	.204	.054	.223	.002
3237	.024	.163	.121	.122	.102	.419	.012
3238	.024	.163	.136	.163	.025	.105	.005
3239	.095	.435	.136	.163	.235	.242	.012
3240	.055	.272	.196	.204	.102	.179	.01
3241	.008	.054	.136	.163	.01	.118	.01
3242	.008	.054	.151	.204	.029	.353	.001
3243	.071	.38	.302	.388	.191	.262	.007
3244	.0	.0	.015	.02	.0	.0	.0
3245	.0	.0	.015	.02	.0	.0	.0
3246	.024	.163	.106	.122	.06	.249	.004
3247	.024	.163	.257	.265	.051	.209	.002
3248	.079	.217	.317	.204	.13	.161	.012
3249	.055	.217	.181	.245	.114	.202	.004
3250	.032	.217	.076	.102	.064	.196	.01
3251	.032	.217	.151	.184	.083	.255	.006
3252	.103	.435	.106	.102	.184	.175	.012
3253	.032	.163	.015	.02	.064	.196	.003
3254	.071	.109	.076	.102	.181	.249	.008
3255	.024	.163	.091	.102	.029	.118	.002
3256	.024	.163	.347	.449	.038	.157	.005
3257	.032	.217	.181	.163	.045	.137	.016
3258	.039	.217	.257	.306	.191	.471	.004
3259	.016	.109	.076	.082	.022	.137	.004
3260	.118	.38	.332	.388	.254	.209	.012
3261	.055	.326	.106	.122	.242	.426	.005
3262	.039	.163	.181	.245	.118	.291	.004
3263	.103	.543	.121	.143	.251	.239	.008
3264	.047	.272	.106	.143	.102	.209	.024
3265	.103	.272	.287	.347	.184	.175	.011
3266	.024	.163	.076	.102	.073	.301	.002
3267	.047	.217	.151	.143	.095	.196	.007
3268	.032	.217	.136	.102	.092	.285	.003
3269	.047	.163	.136	.122	.134	.275	.006
3270	.008	.054	.257	.224	.016	.196	.001
3271	.126	.435	.257	.245	.299	.231	.017
3272	.11	.326	.121	.122	.289	.255	.031
3273	.055	.326	.196	.204	.165	.292	.005
3274	.039	.272	.121	.143	.092	.228	.006
3275	.095	.272	.166	.204	.2	.206	.013
3276	.047	.217	.181	.184	.083	.17	.005
3277	.055	.217	.151	.163	.064	.112	.003
3278	.047	.272	.076	.102	.13	.268	.003
3279	.047	.163	.166	.102	.067	.137	.004
3280	.032	.217	.121	.163	.076	.236	.009
3281	.016	.109	.393	.429	.048	.295	.001
3282	.095	.435	.242	.245	.175	.18	.007
3283	.11	.38	.211	.265	.197	.174	.028
3284	.032	.109	.06	.041	.051	.157	.005
3285	.016	.109	.196	.184	.022	.137	.002
3286	.047	.326	.181	.184	.092	.19	.005
3287	.024	.163	.106	.082	.048	.196	.002
3288	.016	.109	.166	.143	.054	.334	.002
3289	.047	.272	.166	.204	.146	.301	.008
3290	.142	.217	.242	.306	.102	.07	.009
3291	.055	.272	.287	.224	.175	.309	.004
3292	.016	.054	.121	.143	.006	.039	.001
3293	.0	.0	.151	.184	.0	.0	.0
3294	.032	.163	.151	.184	.048	.147	.003
3295	.008	.054	.06	.061	.016	.196	.002
3296	.197	.326	.227	.143	.296	.146	.02
3297	.016	.054	.136	.122	.032	.196	.003
3298	.071	.217	.121	.163	.105	.144	.004
3299	.063	.217	.045	.061	.216	.334	.006
3300	.055	.326	.181	.245	.083	.146	.006
3301	.055	.326	.227	.245	.14	.247	.008
3302	.103	.435	.227	.143	.191	.181	.01
3303	.024	.163	.136	.184	.079	.327	.004
3304	.016	.109	.015	.02	.01	.059	.003
3305	.126	.543	.363	.367	.219	.169	.011
3306	.047	.272	.181	.184	.153	.314	.003
3307	.039	.217	.227	.184	.114	.283	.004
3308	.039	.217	.136	.122	.019	.047	.004
3309	.024	.109	.136	.143	.118	.484	.002
3310	.039	.217	.136	.143	.14	.346	.002
3311	.008	.054	.06	.082	.016	.196	.0
3312	.039	.217	.091	.122	.095	.236	.004
3313	.0	.0	.06	.082	.0	.0	.0
3314	.024	.163	.106	.102	.051	.209	.002
3315	.024	.163	.196	.204	.029	.118	.002
3316	.055	.163	.272	.286	.057	.101	.004
3317	.016	.109	.257	.286	.057	.353	.002
3318	.039	.272	.121	.143	.092	.228	.007
3319	.032	.217	.151	.184	.083	.255	.004
3320	.008	.054	.03	.041	.016	.196	.001
3321	.055	.326	.302	.327	.165	.292	.006
3322	.016	.109	.121	.102	.048	.295	.003
3323	.016	.109	.076	.102	.095	.589	.002
3324	.016	.109	.03	.041	.022	.137	.003
3325	.016	.109	.242	.245	.045	.275	.002
3326	.016	.109	.121	.163	.029	.177	.002
3327	.039	.272	.06	.082	.105	.259	.009
3328	.016	.109	.091	.122	.022	.137	.002
3329	.008	.054	.121	.143	.003	.039	.002
3330	.032	.163	.045	.061	.038	.118	.004
3331	.071	.272	.227	.306	.105	.144	.005
3332	.016	.109	.045	.061	.041	.255	.003
3333	.008	.054	.091	.102	.019	.236	.001
3334	.087	.38	.151	.163	.146	.164	.007
3335	.024	.163	.196	.163	.079	.327	.004
3336	.016	.109	.302	.388	.045	.275	.004
3337	.039	.217	.136	.122	.051	.126	.004
3338	.0	.0	.106	.102	.0	.0	.0
3339	.055	.217	.211	.204	.099	.174	.007
3340	.103	.38	.363	.306	.165	.157	.007
3341	.047	.272	.136	.163	.134	.275	.005
3342	.047	.272	.181	.163	.156	.321	.003
3343	.063	.38	.332	.224	.064	.098	.004
3344	.142	.435	.181	.122	.254	.175	.011
3345	.016	.109	.121	.163	.032	.196	.005
3346	.008	.054	.06	.082	.016	.196	.002
3347	.047	.163	.045	.041	.067	.137	.005
3348	.008	.054	.211	.204	.016	.196	.002
3349	.016	.054	.03	.02	.006	.039	.002
3350	.0	.0	.076	.102	.0	.0	.0
3351	.016	.109	.045	.061	.019	.118	.002
3352	.0	.0	.136	.163	.0	.0	.0
3353	.032	.163	.136	.184	.048	.147	.005
3354	.0	.0	.196	.143	.0	.0	.0
3355	.055	.272	.211	.163	.143	.252	.007
3356	.071	.326	.136	.143	.102	.14	.009
3357	.039	.109	.468	.347	.079	.196	.005
3358	.024	.163	.332	.306	.045	.183	.004
3359	.024	.163	.332	.204	.073	.301	.012
3360	.039	.163	.272	.143	.06	.149	.008
3361	.008	.054	.121	.122	.029	.353	.001
3362	.032	.163	.045	.041	.06	.187	.004
3363	.063	.326	.483	.306	.114	.177	.017
3364	.016	.054	.076	.061	.006	.039	.002
3365	.032	.217	.076	.102	.086	.265	.005
3366	.032	.217	.06	.082	.07	.216	.004
3367	.071	.326	.06	.061	.219	.301	.007
3368	.047	.272	.121	.122	.076	.157	.005
3369	.079	.489	.076	.102	.121	.149	.025
3370	.047	.217	.196	.245	.083	.17	.004
3371	.016	.109	.181	.143	.045	.275	.004
3372	.032	.163	.166	.143	.073	.226	.003
3373	.0	.0	.076	.102	.0	.0	.0
3374	.016	.054	.06	.041	.089	.55	.002
3375	.039	.217	.136	.184	.06	.149	.008
3376	.039	.272	.227	.265	.102	.251	.005
3377	.047	.217	.242	.245	.095	.196	.008
3378	.008	.054	.166	.184	.006	.079	.002
3379	.103	.38	.332	.347	.321	.305	.015
3380	.032	.163	.166	.224	.051	.157	.004
3381	.016	.109	.091	.122	.032	.196	.003
3382	.032	.217	.03	.041	.038	.118	.006
3383	.063	.326	.196	.265	.159	.245	.008
3384	.024	.109	.332	.327	.064	.262	.002
3385	.024	.109	.106	.122	.051	.209	.002
3386	.047	.217	.091	.082	.073	.151	.006
3387	.047	.217	.287	.347	.092	.19	.005
3388	.032	.163	.06	.082	.064	.196	.011
3389	.205	.598	.574	.469	.356	.169	.027
3390	.047	.163	.106	.122	.14	.288	.011
3391	.063	.38	.242	.204	.102	.157	.004
3392	.016	.109	.227	.102	.029	.177	.003
3393	.008	.054	.03	.041	.025	.314	.002
3394	.024	.109	.045	.041	.016	.065	.002
3395	.024	.163	.076	.102	.029	.118	.003
3396	.103	.543	.242	.143	.362	.344	.017
3397	.024	.109	.121	.163	.13	.537	.002
3398	.016	.109	.106	.122	.029	.177	.002
3399	.095	.543	.166	.184	.264	.272	.008
3400	.103	.38	.317	.327	.137	.13	.01
3401	.047	.163	.287	.245	.083	.17	.006
3402	.047	.326	.181	.224	.095	.196	.005
3403	.016	.109	.181	.204	.016	.098	.002
3404	.047	.326	.106	.082	.13	.268	.006
3405	.016	.109	.136	.143	.016	.098	.001
3406	.032	.217	.106	.122	.114	.353	.002
3407	.032	.109	.151	.143	.051	.157	.003
3408	.039	.217	.166	.184	.076	.188	.007
3409	.047	.326	.453	.449	.165	.34	.005
3410	.126	.38	.106	.143	.353	.272	.029
3411	.032	.217	.136	.143	.099	.304	.004
3412	.063	.38	.242	.306	.118	.182	.006
3413	.016	.109	.06	.082	.057	.353	.003
3414	.055	.217	.166	.163	.076	.135	.006
3415	.024	.163	.181	.184	.048	.196	.005
3416	.071	.38	.257	.306	.102	.14	.018
3417	.063	.272	.393	.429	.118	.182	.011
3418	.237	.87	.544	.449	.483	.199	.015
3419	.134	.707	.438	.388	.385	.28	.03
3420	.087	.435	.423	.388	.184	.207	.008
3421	.032	.054	.106	.143	.013	.039	.004
3422	.039	.272	.302	.286	.07	.173	.007
3423	.055	.217	.076	.102	.051	.09	.023
3424	.016	.109	.045	.061	.045	.275	.002
3425	.016	.054	.076	.102	.025	.157	.001
3426	.016	.109	.0	.0	.019	.118	.039
3427	.024	.163	.076	.102	.048	.196	.002
3428	.008	.054	.166	.204	.029	.353	.001
3429	.047	.217	.196	.224	.375	.772	.004
3430	.047	.163	.121	.122	.118	.242	.008
3431	.024	.109	.166	.163	.035	.144	.003
3432	.063	.326	.227	.245	.099	.152	.005
3433	.055	.272	.076	.082	.118	.208	.009
3434	.055	.272	.091	.122	.048	.084	.034
3435	.055	.272	.498	.51	.127	.224	.008
3436	.016	.109	.121	.082	.06	.373	.002
3437	.024	.163	.181	.245	.041	.17	.005
3438	.0	.0	.242	.265	.0	.0	.0
3439	.047	.326	.121	.163	.146	.301	.008
3440	.039	.217	.272	.224	.073	.181	.003
3441	.047	.326	.136	.163	.165	.34	.008
3442	.071	.326	.227	.265	.153	.209	.008
3443	.126	.326	.317	.184	.159	.123	.008
3444	.016	.109	.06	.041	.025	.157	.003
3445	.055	.272	.211	.265	.105	.185	.008
3446	.024	.163	.136	.184	.07	.288	.003
3447	.087	.272	.136	.163	.092	.104	.005
3448	.032	.109	.076	.082	.102	.314	.004
3449	.071	.272	.257	.245	.143	.196	.007
3450	.055	.326	.227	.224	.108	.191	.011
3451	.063	.109	.181	.122	.121	.187	.007
3452	.047	.272	.151	.163	.076	.157	.005
3453	.024	.163	.076	.082	.035	.144	.004
3454	.008	.054	.091	.122	.016	.196	.002
3455	.032	.163	.363	.408	.019	.059	.004
3456	.032	.109	.363	.367	.016	.049	.005
3457	.0	.0	.196	.184	.0	.0	.0
3458	.095	.435	.257	.184	.213	.219	.012
3459	.063	.435	.166	.143	.102	.157	.008
3460	.047	.109	.211	.184	.083	.17	.004
3461	.0	.0	.106	.082	.0	.0	.0
3462	.055	.272	.287	.265	.108	.191	.009
3463	.039	.163	.136	.163	.035	.086	.008
3464	.024	.109	.227	.265	.029	.118	.001
3465	.032	.217	.181	.163	.095	.295	.007
3466	.032	.163	.151	.184	.086	.265	.004
3467	.047	.163	.106	.143	.057	.118	.004
3468	.087	.272	.106	.061	.162	.182	.011
3469	.039	.272	.211	.204	.064	.157	.004
3470	.095	.38	.196	.184	.261	.268	.007
3471	.024	.109	.106	.143	.029	.118	.003
3472	.087	.163	.257	.306	.108	.121	.022
3473	.008	.054	.076	.102	.029	.353	.007
3474	.063	.272	.211	.122	.277	.427	.004
3475	.016	.109	.106	.122	.038	.236	.004
3476	.032	.217	.136	.143	.102	.314	.004
3477	.087	.326	.529	.429	.095	.107	.02
3478	.024	.163	.106	.102	.099	.406	.003
3479	.039	.217	.091	.122	.089	.22	.008
3480	.032	.109	.257	.245	.045	.137	.006
3481	.008	.054	.03	.041	.01	.118	.002
3482	.0	.0	.06	.082	.0	.0	.0
3483	.016	.109	.106	.061	.051	.314	.002
3484	.016	.109	.257	.265	.057	.353	.004
3485	.032	.163	.332	.245	.095	.295	.003
3486	.008	.054	.06	.061	.006	.079	.004
3487	.087	.38	.257	.306	.124	.139	.005
3488	.008	.054	.166	.184	.013	.157	.001
3489	.016	.109	.03	.041	.07	.432	.004
3490	.016	.109	.091	.122	.041	.255	.003
3491	.008	.054	.091	.102	.048	.589	.003
3492	.055	.272	.272	.245	.156	.275	.005
3493	.008	.054	.06	.082	.003	.039	.003
3494	.087	.38	.393	.408	.232	.261	.01
3495	.047	.217	.211	.082	.095	.196	.006
3496	.024	.109	.242	.224	.143	.589	.004
3497	.063	.163	.257	.224	.057	.088	.009
3498	.032	.163	.151	.163	.032	.098	.006
3499	.11	.163	.242	.184	.197	.174	.039
3500	.024	.163	.03	.041	.038	.157	.059
3501	.039	.272	.196	.265	.108	.267	.005
3502	.079	.272	.242	.204	.188	.232	.01
3503	.016	.109	.06	.061	.095	.589	.003
3504	.016	.109	.317	.286	.057	.353	.002
3505	.024	.163	.257	.245	.07	.288	.005
3506	.024	.163	.03	.02	.054	.223	.003
3507	.032	.163	.121	.163	.045	.137	.003
3508	.016	.109	.106	.122	.057	.353	.002
3509	.055	.272	.091	.041	.156	.275	.003
3510	.071	.272	.695	.592	.073	.1	.177
3511	.008	.054	.211	.122	.029	.353	.001
3512	.024	.163	.257	.327	.067	.275	.003
3513	.024	.109	.045	.061	.041	.17	.002
3514	.103	.38	.121	.122	.149	.142	.036
3515	.016	.109	.136	.102	.029	.177	.003
3516	.039	.163	.121	.163	.064	.157	.003
3517	.016	.109	.045	.041	.035	.216	.005
3518	.039	.217	.136	.163	.051	.126	.005
3519	.032	.163	.363	.388	.038	.118	.002
3520	.024	.163	.211	.184	.089	.366	.007
3521	.055	.163	.151	.163	.149	.264	.007
3522	.024	.163	.03	.041	.035	.144	.003
3523	.087	.38	.166	.122	.207	.232	.009
3524	.016	.109	.045	.061	.051	.314	.002
3525	.016	.109	.272	.327	.064	.393	.002
3526	.047	.163	.136	.122	.118	.242	.008
3527	.016	.109	.227	.204	.045	.275	.002
3528	.0	.0	.106	.082	.0	.0	.0
3529	.032	.217	.045	.061	.105	.324	.003
3530	.063	.109	.242	.143	.134	.206	.008
3531	.047	.272	.287	.367	.057	.118	.005
3532	.008	.054	.06	.082	.045	.55	.002
3533	.071	.435	.076	.102	.111	.153	.013
3534	.0	.0	.045	.061	.0	.0	.0
3535	.032	.163	.453	.49	.095	.295	.004
3536	.016	.109	.06	.082	.01	.059	.002
3537	.063	.326	.106	.082	.146	.226	.005
3538	.11	.38	.453	.49	.283	.25	.015
3539	.039	.217	.136	.122	.124	.306	.003
3540	.016	.054	.211	.143	.032	.196	.001
3541	.063	.38	.363	.347	.184	.285	.005
3542	.095	.489	.363	.224	.235	.242	.011
3543	.008	.054	.06	.061	.032	.393	.003
3544	.292	.217	.151	.061	.257	.086	.242
3545	.339	.38	.211	.245	.267	.077	.028
3546	.103	.326	.211	.102	.165	.157	.005
3547	.103	.272	.317	.265	.168	.16	.012
3548	.0	.0	.091	.122	.0	.0	.0
3549	.063	.272	.302	.306	.168	.26	.012
3550	.047	.272	.091	.122	.083	.17	.003
3551	.039	.272	.227	.286	.102	.251	.004
3552	.016	.109	.166	.184	.025	.157	.002
3553	.024	.109	.106	.102	.032	.131	.005
3554	.016	.109	.015	.02	.064	.393	.002
3555	.063	.217	.211	.204	.095	.147	.006
3556	.024	.163	.076	.102	.054	.223	.012
3557	.0	.0	.03	.041	.0	.0	.0
3558	.008	.054	.121	.163	.032	.393	.002
3559	.434	.652	.74	.612	.702	.158	.021
3560	.032	.163	.166	.163	.057	.177	.003
3561	.039	.217	.121	.122	.181	.448	.008
3562	.008	.054	.076	.082	.01	.118	.001
3563	.095	.326	.166	.184	.121	.124	.008
3564	.016	.109	.166	.184	.016	.098	.002
3565	.142	.489	.211	.224	.877	.602	.016
3566	.055	.326	.302	.265	.073	.129	.009
3567	.032	.163	.106	.102	.038	.118	.003
3568	.039	.217	.06	.061	.073	.181	.005
3569	.055	.163	.166	.143	.102	.179	.006
3570	.024	.109	.03	.041	.035	.144	.002
3571	.055	.217	.106	.102	.143	.252	.007
3572	.071	.326	.363	.306	.086	.118	.177
3573	.071	.326	.272	.184	.213	.292	.006
3574	.047	.272	.106	.102	.064	.131	.006
3575	.079	.217	.77	.449	.207	.255	.006
3576	.087	.38	.136	.184	.118	.132	.02
3577	.047	.109	.227	.143	.153	.314	.006
3578	.079	.435	.181	.224	.149	.185	.008
3579	.047	.163	.378	.388	.191	.393	.004
3580	.047	.109	.317	.306	.07	.144	.007
3581	.15	.272	.514	.51	.2	.13	.016
3582	.016	.109	.227	.184	.041	.255	.013
3583	.047	.217	.121	.102	.035	.072	.009
3584	.008	.054	.0	.0	.019	.236	.001
3585	.016	.054	.257	.245	.032	.196	.002
3586	.032	.163	.03	.041	.073	.226	.005
3587	.016	.109	.121	.143	.022	.137	.013
3588	.024	.163	.544	.633	.07	.288	.005
3589	.039	.272	.121	.143	.114	.283	.003
3590	.063	.38	.906	.755	.194	.299	.008
3591	.103	.435	.196	.163	.435	.414	.009
3592	.016	.109	.211	.265	.041	.255	.003
3593	.039	.217	.136	.122	.105	.259	.005
3594	.063	.272	.921	.551	.172	.265	.005
3595	.024	.109	.196	.184	.022	.092	.002
3596	.063	.38	.332	.408	.127	.196	.004
3597	.016	.109	.045	.061	.016	.098	.004
3598	.024	.109	.045	.041	.045	.183	.004
3599	.071	.435	.317	.347	.238	.327	.014
3600	.008	.054	.0	.0	.032	.393	.001
3601	.016	.109	.06	.061	.032	.196	.001
3602	.039	.217	.287	.286	.124	.306	.014
3603	.016	.054	.06	.061	.019	.118	.003
3604	.008	.054	.242	.224	.016	.196	.003
3605	.016	.109	.257	.204	.048	.295	.001
3606	.039	.272	.136	.163	.105	.259	.004
3607	.008	.054	.076	.102	.013	.157	.001
3608	.039	.109	.242	.184	.076	.188	.005
3609	.158	.815	.408	.469	.27	.167	.009
3610	.016	.109	.076	.102	.032	.196	.004
3611	.024	.109	.151	.184	.035	.144	.007
3612	.008	.054	.076	.102	.029	.353	.001
3613	.047	.217	.181	.163	.121	.249	.004
3614	.032	.163	.287	.327	.095	.295	.003
3615	.024	.163	.121	.143	.051	.209	.003
3616	.087	.38	.393	.224	.34	.382	.017
3617	.039	.217	.166	.102	.051	.126	.008
3618	.055	.326	.861	1.0	.099	.174	.007
3619	.016	.109	.076	.061	.016	.098	.001
3620	.079	.38	.302	.245	.219	.271	.006
3621	.016	.054	.136	.163	.006	.039	.002
3622	.103	.38	.166	.082	.286	.272	.011
3623	.0	.0	.03	.02	.0	.0	.0
3624	.047	.109	.181	.082	.127	.262	.006
3625	.039	.272	.106	.143	.073	.181	.004
3626	.087	.109	.045	.061	.188	.211	.01
3627	.016	.109	.121	.143	.06	.373	.003
3628	.071	.217	.272	.082	.168	.231	.005
3629	.071	.38	.332	.286	.216	.297	.014
3630	.024	.054	.196	.163	.048	.196	.004
3631	.016	.109	.076	.082	.035	.216	.003
3632	.016	.109	.121	.082	.032	.196	.004
3633	.016	.109	.136	.143	.016	.098	.003
3634	.024	.054	.317	.265	.019	.079	.012
3635	.008	.054	.227	.204	.01	.118	.002
3636	.063	.217	.378	.265	.226	.348	.006
3637	.063	.272	.181	.163	.099	.152	.008
3638	.0	.0	.136	.122	.0	.0	.0
3639	.047	.217	.091	.082	.105	.216	.011
3640	.039	.217	.136	.102	.153	.377	.003
3641	.016	.109	.121	.163	.019	.118	.007
3642	.032	.163	.227	.286	.038	.118	.006
3643	.008	.054	.121	.143	.025	.314	.002
3644	.032	.217	.03	.041	.076	.236	.004
3645	.016	.109	.015	.02	.016	.098	.007
3646	.016	.054	.045	.041	.006	.039	.002
3647	.047	.109	.257	.184	.07	.144	.005
3648	.024	.163	.015	.02	.038	.157	.003
3649	.047	.272	.106	.061	.121	.249	.004
3650	.0	.0	.03	.041	.0	.0	.0
3651	.063	.38	.136	.102	.114	.177	.007
3652	.063	.217	.242	.245	.057	.088	.004
3653	.032	.217	.483	.571	.06	.187	.001
3654	.055	.272	.136	.184	.083	.146	.005
3655	.087	.326	.166	.224	.073	.082	.015
3656	.039	.163	.045	.061	.105	.259	.025
3657	.016	.109	.076	.102	.064	.393	.002
3658	.055	.326	.378	.408	.086	.151	.003
3659	.016	.109	.091	.102	.067	.412	.004
3660	.063	.163	.287	.184	.102	.157	.013
3661	.024	.109	.181	.184	.048	.196	.002
3662	.063	.217	.136	.143	.07	.108	.004
3663	.039	.217	.317	.286	.067	.165	.049
3664	.039	.272	.136	.163	.076	.188	.005
3665	.024	.163	.121	.143	.051	.209	.005
3666	.055	.326	.151	.204	.14	.247	.011
